root - INFO - CSV file initialized.
root - INFO - Cannot read from camera
root - INFO - Live video processing ended.
root - INFO - CSV file closed.
root - INFO - CSV file initialized.
root - INFO - Frame 208: Aruco ID 1 detected with distance 2.366741353079523, yaw angle -5.393960665915188, pitch angle 90.07502894997519, roll angle 5.492325538280112.
root - INFO - Frame 209: Aruco ID 1 detected with distance 2.367050671282085, yaw angle -5.393924373399045, pitch angle 90.55716047321258, roll angle 5.268312153970696.
root - INFO - Frame 210: Aruco ID 1 detected with distance 2.357613807208101, yaw angle -5.402908399409824, pitch angle 91.58347558566382, roll angle 0.7462320912213235.
root - INFO - Frame 211: Aruco ID 1 detected with distance 2.3653813651006512, yaw angle -5.412868591801953, pitch angle 91.90206286641961, roll angle 5.349779142816321.
root - INFO - Frame 212: Aruco ID 1 detected with distance 2.3653813651006512, yaw angle -5.412868591801953, pitch angle 91.90206286641961, roll angle 5.349779142816321.
root - INFO - Frame 213: Aruco ID 1 detected with distance 2.328511004268654, yaw angle -5.4222791789789255, pitch angle 91.45555497149813, roll angle 5.2501040858824455.
root - INFO - Frame 214: Aruco ID 1 detected with distance 2.36513881001036, yaw angle -5.412838443438176, pitch angle 92.41861782363527, roll angle 5.0310988013435685.
root - INFO - Frame 215: Aruco ID 1 detected with distance 2.328511004268654, yaw angle -5.4222791789789255, pitch angle 91.45555497149813, roll angle 5.2501040858824455.
root - INFO - Frame 216: Aruco ID 1 detected with distance 2.331150340422466, yaw angle -5.432121614596213, pitch angle 90.53745923842845, roll angle 9.288954064307257.
root - INFO - Frame 217: Aruco ID 1 detected with distance 2.36513881001036, yaw angle -5.412838443438176, pitch angle 92.41861782363527, roll angle 5.0310988013435685.
root - INFO - Frame 218: Aruco ID 1 detected with distance 2.36513881001036, yaw angle -5.412838443438176, pitch angle 92.41861782363527, roll angle 5.0310988013435685.
root - INFO - Frame 219: Aruco ID 1 detected with distance 2.3667490673715985, yaw angle -5.41278065973853, pitch angle 88.70018284141979, roll angle 5.486569581637395.
root - INFO - Frame 220: Aruco ID 1 detected with distance 2.3134608545404047, yaw angle -5.4124717201538886, pitch angle 91.04469476490367, roll angle 2.246421616946647.
root - INFO - Frame 221: Aruco ID 1 detected with distance 2.3134608545404047, yaw angle -5.4124717201538886, pitch angle 91.04469476490367, roll angle 2.246421616946647.
root - INFO - Frame 222: Aruco ID 1 detected with distance 2.3134608545404047, yaw angle -5.4124717201538886, pitch angle 91.04469476490367, roll angle 2.246421616946647.
root - INFO - Frame 223: Aruco ID 1 detected with distance 2.257234397636394, yaw angle -5.382069423651899, pitch angle 86.81906202750852, roll angle -16.567035598173227.
root - INFO - Frame 224: Aruco ID 1 detected with distance 2.344198109792261, yaw angle -5.393016672278264, pitch angle 88.88904971266498, roll angle -4.973324765087137.
root - INFO - Frame 225: Aruco ID 1 detected with distance 2.32991451916307, yaw angle -5.384548035732848, pitch angle 89.15557399523044, roll angle 5.821446465959554.
root - INFO - Frame 226: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 227: Aruco ID 1 detected with distance 2.3322403107082796, yaw angle -5.392507771979012, pitch angle 87.66940162985233, roll angle -8.027469351118615.
root - INFO - Frame 228: Aruco ID 1 detected with distance 2.3201894769827516, yaw angle -5.385306166439136, pitch angle 87.56181625622952, roll angle 13.522570723900264.
root - INFO - Frame 229: Aruco ID 1 detected with distance 2.331103843916047, yaw angle -5.382169580625174, pitch angle 87.12718897847202, roll angle -16.42850172475921.
root - INFO - Frame 230: Aruco ID 1 detected with distance 2.331103843916047, yaw angle -5.382169580625174, pitch angle 87.12718897847202, roll angle -16.42850172475921.
root - INFO - Frame 231: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 232: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 233: Aruco ID 1 detected with distance 2.3322403107082796, yaw angle -5.392507771979012, pitch angle 87.66940162985233, roll angle -8.027469351118615.
root - INFO - Frame 234: Aruco ID 1 detected with distance 2.3322403107082796, yaw angle -5.392507771979012, pitch angle 87.66940162985233, roll angle -8.027469351118615.
root - INFO - Frame 235: Aruco ID 1 detected with distance 2.3267132770728027, yaw angle -5.394417657904228, pitch angle 90.179395912326, roll angle 9.650156098493172.
root - INFO - Frame 236: Aruco ID 1 detected with distance 2.3267132770728027, yaw angle -5.394417657904228, pitch angle 90.179395912326, roll angle 9.650156098493172.
root - INFO - Frame 237: Aruco ID 1 detected with distance 2.3262226189502595, yaw angle -5.375523756803005, pitch angle 88.36914385125728, roll angle 9.829417077349067.
root - INFO - Frame 238: Aruco ID 1 detected with distance 2.330143525343223, yaw angle -5.365572266855281, pitch angle 89.6649828675871, roll angle 5.108986223000211.
root - INFO - Frame 239: Aruco ID 1 detected with distance 2.3295374698863838, yaw angle -5.384475253927775, pitch angle 91.50151774057235, roll angle 4.868985617248644.
root - INFO - Frame 240: Aruco ID 1 detected with distance 2.367050671282085, yaw angle -5.393924373399045, pitch angle 90.55716047321258, roll angle 5.268312153970696.
root - INFO - Frame 241: Aruco ID 1 detected with distance 2.330862141839793, yaw angle -5.394367501232523, pitch angle 90.52833970802438, roll angle 9.319958909937444.
root - INFO - Frame 242: Aruco ID 1 detected with distance 2.367050671282085, yaw angle -5.393924373399045, pitch angle 90.55716047321258, roll angle 5.268312153970696.
root - INFO - Frame 243: Aruco ID 1 detected with distance 2.2926940166538956, yaw angle -5.384914120028583, pitch angle 90.22750259747353, roll angle 9.770026580867391.
root - INFO - Frame 244: Aruco ID 1 detected with distance 2.367050671282085, yaw angle -5.393924373399045, pitch angle 90.55716047321258, roll angle 5.268312153970696.
root - INFO - Frame 245: Aruco ID 1 detected with distance 2.367050671282085, yaw angle -5.393924373399045, pitch angle 90.55716047321258, roll angle 5.268312153970696.
root - INFO - Frame 246: Aruco ID 1 detected with distance 2.328193582624456, yaw angle -5.3845237001800115, pitch angle 91.44663527592603, roll angle 5.281709113267101.
root - INFO - Frame 247: Aruco ID 1 detected with distance 2.319649904727325, yaw angle -5.3934450812990065, pitch angle 92.52358867425521, roll angle 0.34372030811092663.
