Frame ID,QR id,QR 2D,QR 3D
290,1,"[[834. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3264061096949704, -5.375508876217708, 88.37213176920899, 9.81788187960481]"
291,1,"[[834. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3264061096949704, -5.375508876217708, 88.37213176920899, 9.81788187960481]"
292,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
293,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
294,1,"[[833. 478.], [835. 510.], [803. 510.], [802. 478.]]","[2.3267937306779416, -5.391177907359804, 86.65176719858734, -20.522417245347008]"
295,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 478.]]","[2.331103843916047, -5.382169580625174, 87.12718897847202, -16.42850172475921]"
296,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
297,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
298,1,"[[835. 480.], [835. 510.], [803. 510.], [801. 479.]]","[2.285001395400729, -5.383924665445733, 90.57869142661548, 0.6832369801973486]"
299,1,"[[835. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.354664784121228, -5.384027110971573, 91.59942801090003, 0.7580255567696854]"
300,1,"[[835. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.318827819104644, -5.393501699640268, 92.45459737109081, 0.8298810711223894]"
301,1,"[[835. 480.], [834. 512.], [803. 510.], [802. 479.]]","[2.328193582624456, -5.3845237001800115, 91.44663527592603, 5.281709113267101]"
302,1,"[[834. 480.], [834. 512.], [802. 510.], [801. 479.]]","[2.2903599301039024, -5.412873383426046, 90.91543443934974, 5.82196777882245]"
303,1,"[[834. 481.], [834. 512.], [802. 510.], [802. 479.]]","[2.325840900556442, -5.403440273201994, 91.8669393691346, 5.63406579720672]"
304,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
305,1,"[[834. 480.], [833. 512.], [802. 510.], [802. 479.]]","[2.3653813651006512, -5.412868591801953, 91.90206286641961, 5.349779142816321]"
306,1,"[[834. 480.], [834. 511.], [802. 510.], [801. 479.]]","[2.3134608545404047, -5.4124717201538886, 91.04469476490367, 2.246421616946647]"
307,1,"[[834. 479.], [834. 512.], [803. 510.], [801. 479.]]","[2.2945764878568027, -5.403814633752404, 89.60735935625904, 9.458188875741047]"
308,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
309,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
310,1,"[[834. 479.], [835. 512.], [802. 510.], [802. 479.]]","[2.376406790760872, -5.394382039565585, 90.98874059364601, -1.2234437768913164]"
311,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
312,1,"[[834. 479.], [834. 511.], [803. 510.], [802. 478.]]","[2.3267132770728027, -5.394417657904228, 90.179395912326, 9.650156098493172]"
313,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 478.]]","[2.2974817305996726, -5.384902585358134, 89.65010130397592, 9.175768679274624]"
314,1,"[[833. 478.], [835. 511.], [803. 510.], [802. 479.]]","[2.32554894268036, -5.394442061358205, 88.35331906548502, 10.221430177103938]"
315,1,"[[833. 478.], [835. 510.], [803. 510.], [802. 478.]]","[2.3267937306779416, -5.391177907359804, 86.65176719858734, -20.522417245347008]"
316,1,"[[833. 478.], [835. 510.], [803. 510.], [802. 478.]]","[2.3267937306779416, -5.391177907359804, 86.65176719858734, -20.522417245347008]"
317,1,"[[833. 478.], [835. 510.], [803. 510.], [802. 478.]]","[2.3267937306779416, -5.391177907359804, 86.65176719858734, -20.522417245347008]"
318,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
319,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
320,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
321,1,"[[834. 479.], [834. 511.], [803. 510.], [802. 478.]]","[2.3267132770728027, -5.394417657904228, 90.179395912326, 9.650156098493172]"
322,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
323,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
324,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
325,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
326,1,"[[834. 479.], [835. 511.], [802. 510.], [802. 479.]]","[2.3210856830721576, -5.3920906503209665, 87.92901806905758, -11.612232997735674]"
327,1,"[[835. 480.], [835. 511.], [802. 510.], [802. 479.]]","[2.292852501368704, -5.382781737858039, 88.28452274868594, -10.226110160427172]"
328,1,"[[835. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.331702604481039, -5.393040470824388, 92.73394976948148, -3.4081355605705794]"
329,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
330,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
331,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
332,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
333,1,"[[834. 480.], [834. 512.], [803. 510.], [802. 479.]]","[2.330862141839793, -5.394367501232523, 90.52833970802438, 9.319958909937444]"
334,1,"[[834. 480.], [834. 512.], [803. 510.], [802. 479.]]","[2.330862141839793, -5.394367501232523, 90.52833970802438, 9.319958909937444]"
335,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
336,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
337,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
338,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
339,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
340,1,"[[833. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.4523868200806804, -5.394770000464291, 89.4529542216948, 0.2674079168041932]"
341,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
342,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
343,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
344,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
345,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
346,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
347,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
348,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
349,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
350,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
351,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
352,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
353,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
354,1,"[[834. 479.], [835. 510.], [804. 511.], [802. 479.]]","[2.3674810033137734, -5.3727756017579225, 86.73885390876276, -16.340141829935344]"
355,1,"[[835. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.354664784121228, -5.384027110971573, 91.59942801090003, 0.7580255567696854]"
356,1,"[[835. 480.], [835. 511.], [803. 510.], [802. 479.]]","[2.31310495515966, -5.374715366477119, 91.03233163559007, 2.2841794494072145]"
357,1,"[[834. 479.], [834. 511.], [803. 510.], [802. 479.]]","[2.366741353079523, -5.393960665915188, 90.07502894997519, 5.492325538280112]"
358,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
359,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
360,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
361,1,"[[834. 480.], [834. 511.], [803. 510.], [801. 480.]]","[2.347725916660119, -5.40303619127954, 90.07612042773346, 2.618540303042411]"
362,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
363,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
364,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
365,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
366,1,"[[834. 481.], [834. 512.], [803. 510.], [802. 479.]]","[2.330699987415854, -5.3943383311975595, 90.88971188220411, 9.20776886208349]"
367,1,"[[834. 480.], [834. 512.], [804. 511.], [801. 480.]]","[2.3295307276841415, -5.39434032707797, 88.68376746154541, 9.527802041500966]"
368,1,"[[834. 481.], [834. 511.], [803. 510.], [802. 479.]]","[2.362357567319888, -5.393963312267658, 90.95759107495117, 5.738291787800564]"
369,1,"[[834. 479.], [834. 511.], [803. 510.], [802. 479.]]","[2.366741353079523, -5.393960665915188, 90.07502894997519, 5.492325538280112]"
370,1,"[[834. 480.], [836. 513.], [804. 511.], [801. 480.]]","[2.227474075273987, -5.37575646767155, 87.4993228365139, 12.846154427291033]"
371,1,"[[833. 480.], [834. 512.], [803. 511.], [801. 480.]]","[2.3311350138741056, -5.413224524326409, 88.69489019058346, 9.539081368439417]"
372,1,"[[834. 479.], [835. 511.], [803. 509.], [801. 478.]]","[2.2587139092373847, -5.394325456795627, 89.34083855491554, 9.705637017857164]"
373,1,"[[834. 479.], [834. 511.], [803. 511.], [802. 478.]]","[2.3112109953948927, -5.390978538296565, 88.8385287416399, -21.96455195652297]"
374,1,"[[834. 480.], [835. 512.], [803. 510.], [802. 479.]]","[2.296313502262921, -5.384904422090017, 89.95074193071422, 9.375608644374095]"
375,1,"[[834. 479.], [835. 510.], [804. 511.], [802. 479.]]","[2.3674810033137734, -5.3727756017579225, 86.73885390876276, -16.340141829935344]"
376,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 478.]]","[2.331103843916047, -5.382169580625174, 87.12718897847202, -16.42850172475921]"
377,1,"[[833. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.4523868200806804, -5.394770000464291, 89.4529542216948, 0.2674079168041932]"
378,1,"[[835. 480.], [835. 511.], [803. 510.], [802. 479.]]","[2.31310495515966, -5.374715366477119, 91.03233163559007, 2.2841794494072145]"
379,1,"[[834. 479.], [835. 511.], [803. 509.], [802. 478.]]","[2.296487773795565, -5.384889546827367, 89.9543811743364, 9.363770423581634]"
380,1,"[[834. 478.], [836. 510.], [803. 509.], [801. 478.]]","[2.2514796075681707, -5.384540185609097, 88.4759765944128, 6.940060837127515]"
381,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 478.]]","[2.2974817305996726, -5.384902585358134, 89.65010130397592, 9.175768679274624]"
382,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
383,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
384,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
385,1,"[[833. 478.], [835. 510.], [803. 510.], [802. 479.]]","[2.4229900946021687, -5.394069974521926, 88.39441886573111, 0.4441125866803536]"
386,1,"[[834. 479.], [835. 510.], [802. 510.], [802. 479.]]","[2.3322403107082796, -5.392507771979012, 87.66940162985233, -8.027469351118615]"
387,1,"[[835. 478.], [835. 510.], [803. 509.], [801. 478.]]","[2.2772495621250095, -5.38412349694255, 90.10318979749111, 2.4870354618633037]"
388,1,"[[835. 478.], [835. 510.], [804. 510.], [801. 478.]]","[2.293061508104085, -5.374995994750549, 88.76395029679855, 5.29027148255897]"
389,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
390,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
391,1,"[[835. 478.], [835. 510.], [804. 510.], [801. 478.]]","[2.293061508104085, -5.374995994750549, 88.76395029679855, 5.29027148255897]"
392,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 478.]]","[2.2974817305996726, -5.384902585358134, 89.65010130397592, 9.175768679274624]"
393,1,"[[835. 480.], [835. 511.], [803. 510.], [801. 479.]]","[2.2706540405178375, -5.384250483723093, 90.42201392065802, 3.584864467579589]"
394,1,"[[833. 479.], [835. 511.], [804. 510.], [802. 479.]]","[2.328439429552562, -5.385224986716992, 87.80976657838056, 13.09821282618897]"
395,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
396,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
397,1,"[[834. 480.], [835. 511.], [804. 511.], [802. 479.]]","[2.4698851043717087, -5.37453429118969, 89.81899585230087, -3.8524180346978842]"
398,1,"[[834. 480.], [835. 510.], [804. 511.], [802. 479.]]","[2.366795951842108, -5.37278334528915, 86.19863227229337, -16.787007860322408]"
399,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
400,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
401,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
402,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
403,1,"[[834. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.357613807208101, -5.402908399409824, 91.58347558566382, 0.7462320912213235]"
404,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
405,1,"[[834. 481.], [834. 512.], [802. 510.], [802. 479.]]","[2.325840900556442, -5.403440273201994, 91.8669393691346, 5.63406579720672]"
406,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
407,1,"[[834. 480.], [834. 512.], [802. 510.], [802. 479.]]","[2.330473570456139, -5.403406077097031, 91.44843874026593, 5.279038253147491]"
408,1,"[[834. 481.], [834. 512.], [802. 510.], [802. 479.]]","[2.325840900556442, -5.403440273201994, 91.8669393691346, 5.63406579720672]"
409,1,"[[834. 480.], [835. 513.], [802. 510.], [802. 479.]]","[2.261783191151643, -5.394390715260499, 90.8555963622016, 9.244419505992541]"
410,1,"[[834. 480.], [835. 512.], [802. 510.], [802. 479.]]","[2.2912777186634927, -5.391534168065704, 87.65918391541646, -16.757155162343235]"
411,1,"[[834. 480.], [835. 511.], [803. 510.], [801. 478.]]","[2.425569183520191, -5.395640060221979, 90.6515953157045, 0.24886132945849254]"
412,1,"[[835. 480.], [835. 511.], [804. 511.], [802. 479.]]","[2.330143525343223, -5.365572266855281, 89.6649828675871, 5.108986223000211]"
413,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
414,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
415,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
416,1,"[[834. 478.], [835. 511.], [803. 510.], [802. 479.]]","[2.32991451916307, -5.384548035732848, 89.15557399523044, 5.821446465959554]"
417,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 479.]]","[2.3612008998449805, -5.384950799466679, 87.41193113206012, 10.218024529330064]"
418,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
419,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
420,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 478.]]","[2.2974817305996726, -5.384902585358134, 89.65010130397592, 9.175768679274624]"
421,1,"[[833. 478.], [835. 510.], [803. 510.], [802. 478.]]","[2.3267937306779416, -5.391177907359804, 86.65176719858734, -20.522417245347008]"
422,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
423,1,"[[834. 480.], [835. 511.], [803. 510.], [802. 479.]]","[2.327027203986713, -5.384521191487721, 89.998707729613, 5.948587768857973]"
424,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
425,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
426,1,"[[835. 480.], [834. 512.], [803. 510.], [802. 479.]]","[2.328193582624456, -5.3845237001800115, 91.44663527592603, 5.281709113267101]"
427,1,"[[834. 480.], [834. 512.], [803. 510.], [802. 479.]]","[2.330862141839793, -5.394367501232523, 90.52833970802438, 9.319958909937444]"
428,1,"[[834. 480.], [834. 511.], [804. 511.], [802. 479.]]","[2.467271139962495, -5.385186912393095, 89.81575755421002, -0.18586663038337478]"
429,1,"[[834. 480.], [834. 512.], [803. 510.], [802. 479.]]","[2.330862141839793, -5.394367501232523, 90.52833970802438, 9.319958909937444]"
430,1,"[[834. 480.], [835. 512.], [803. 511.], [802. 479.]]","[2.2973015029621657, -5.384917379186305, 89.64669344839763, 9.188228396099891]"
431,1,"[[834. 480.], [834. 512.], [803. 510.], [802. 479.]]","[2.330862141839793, -5.394367501232523, 90.52833970802438, 9.319958909937444]"
432,1,"[[834. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.367050671282085, -5.393924373399045, 90.55716047321258, 5.268312153970696]"
433,1,"[[834. 480.], [835. 511.], [804. 511.], [802. 479.]]","[2.4698851043717087, -5.37453429118969, 89.81899585230087, -3.8524180346978842]"
434,1,"[[834. 480.], [835. 511.], [804. 511.], [802. 479.]]","[2.4698851043717087, -5.37453429118969, 89.81899585230087, -3.8524180346978842]"
435,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
436,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
437,1,"[[834. 479.], [835. 511.], [802. 510.], [802. 479.]]","[2.3210856830721576, -5.3920906503209665, 87.92901806905758, -11.612232997735674]"
438,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
439,1,"[[834. 479.], [835. 510.], [804. 510.], [802. 479.]]","[2.3665924314497553, -5.375008606066331, 88.69447517377678, 5.504494013955157]"
440,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
441,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
442,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
443,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
444,1,"[[833. 478.], [835. 511.], [804. 510.], [802. 479.]]","[2.3182510058899632, -5.38534001074521, 87.53552446046164, 13.798958452539097]"
445,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
446,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
447,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
448,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
449,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
450,1,"[[834. 479.], [835. 511.], [804. 511.], [802. 479.]]","[2.3262226189502595, -5.375523756803005, 88.36914385125728, 9.829417077349067]"
451,1,"[[834. 479.], [835. 511.], [804. 511.], [802. 479.]]","[2.3262226189502595, -5.375523756803005, 88.36914385125728, 9.829417077349067]"
452,1,"[[834. 479.], [835. 511.], [803. 509.], [802. 478.]]","[2.296487773795565, -5.384889546827367, 89.9543811743364, 9.363770423581634]"
453,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 478.]]","[2.2974817305996726, -5.384902585358134, 89.65010130397592, 9.175768679274624]"
454,1,"[[834. 480.], [835. 511.], [804. 511.], [802. 479.]]","[2.4698851043717087, -5.37453429118969, 89.81899585230087, -3.8524180346978842]"
455,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
456,1,"[[833. 478.], [835. 510.], [804. 510.], [802. 478.]]","[2.3201894769827516, -5.385306166439136, 87.56181625622952, 13.522570723900264]"
457,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
458,1,"[[834. 480.], [835. 511.], [804. 511.], [802. 479.]]","[2.4698851043717087, -5.37453429118969, 89.81899585230087, -3.8524180346978842]"
459,1,"[[834. 479.], [836. 511.], [803. 510.], [801. 478.]]","[2.226426978621791, -5.384876740610338, 88.47635709295434, 9.677222044700722]"
460,1,"[[834. 479.], [835. 510.], [804. 510.], [802. 478.]]","[2.4691080639819614, -5.375534294736383, 89.60207100163574, -2.188540132826786]"
461,1,"[[834. 479.], [835. 510.], [804. 511.], [802. 479.]]","[2.3674810033137734, -5.3727756017579225, 86.73885390876276, -16.340141829935344]"
462,1,"[[834. 479.], [835. 511.], [804. 511.], [802. 479.]]","[2.3262226189502595, -5.375523756803005, 88.36914385125728, 9.829417077349067]"
463,1,"[[834. 479.], [834. 511.], [803. 510.], [802. 478.]]","[2.3267132770728027, -5.394417657904228, 90.179395912326, 9.650156098493172]"
464,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
465,1,"[[834. 480.], [835. 511.], [804. 511.], [802. 479.]]","[2.4698851043717087, -5.37453429118969, 89.81899585230087, -3.8524180346978842]"
466,1,"[[834. 479.], [835. 511.], [803. 510.], [802. 479.]]","[2.3310885049350656, -5.384492300472942, 89.61569998368614, 5.516685451607998]"
467,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
468,1,"[[834. 479.], [835. 511.], [804. 511.], [802. 479.]]","[2.3262226189502595, -5.375523756803005, 88.36914385125728, 9.829417077349067]"
469,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
470,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
471,1,"[[834. 479.], [835. 510.], [803. 510.], [802. 479.]]","[2.3575658214950663, -5.383992939303255, 89.72751382710298, 1.0015898899681708]"
472,1,"[[835. 480.], [835. 512.], [803. 510.], [802. 479.]]","[2.2900318656620504, -5.375116828674265, 90.90379170978363, 5.8569675851607945]"
473,1,"[[834. 479.], [835. 511.], [804. 511.], [802. 479.]]","[2.3262226189502595, -5.375523756803005, 88.36914385125728, 9.829417077349067]"
474,1,"[[835. 480.], [834. 511.], [802. 510.], [802. 479.]]","[2.331702604481039, -5.393040470824388, 92.73394976948148, -3.4081355605705794]"
475,1,"[[835. 480.], [834. 511.], [803. 510.], [802. 479.]]","[2.354664784121228, -5.384027110971573, 91.59942801090003, 0.7580255567696854]"
